tweet_id,text,context_annotations_count,count_annotations,count_cashtags,count_hashtags,count_mentions,count_urls,created_at_tweet,lang,likes,quotes,referenced_tweet_count,replies,reply_settings,retweets,source,terms,username,created_at_author,followers_count,following_count,tweet_count,listed_count,location,protected,verified,media_type,height,width,preview_image_url,country,name_place,place_type
1249539741432852480,"I was talking to this man tonight &amp; he believes vaccinations cause autism, people die often from the flu SHOT, &amp; the Covid-19 vaccination will have a chip inside ... Sigh... I hate it here... https://t.co/hKt4ZvMzSe",1,0.0,0.0,0.0,0.0,1.0,2020-04-13T03:27:44.000Z,en,3,0,0,5,everyone,0,Twitter for iPhone,covid-19%20autism,BrandiMishonna,2009-06-27T21:25:18.000Z,2375,872,97,144,"Atlanta, GA",False,False,animated_gif,280,498,https://pbs.twimg.com/tweet_video_thumb/EVdBw5pXgAsunE4.jpg,United States,Georgia,admin
1435617123536146432,"Today we talked to our day service &amp; the Keyring hub about why it might be important for us to prove we’ve been jabbed. If you have a learning disability and/or autism &amp; live in Oldham, OPAL are happy to send off for your #NHS covid letter for you! @PennineMencap #Oldhamhour https://t.co/hA8cpTwGOX",4,1.0,0.0,2.0,0.0,1.0,2021-09-08T14:52:49.000Z,en,3,0,0,0,everyone,2,Twitter for iPad,covid%20autism,OPAL_Advocacy,2012-03-26T14:15:10.000Z,213,223,99,3,,False,False,photo,1536,2048,https://pbs.twimg.com/media/E-xWKW-XoAgubz_.jpg,United Kingdom,The link centre,poi
1322866217615581184,Hello everyone 🥰 #weekendvibes #autism #keepsafe #keepwell #keepgoing #lockdown https://t.co/jEube1PYPZ,1,0.0,0.0,6.0,0.0,1.0,2020-11-01T11:40:58.000Z,en,77,1,0,5,everyone,6,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,video,1280,720,https://pbs.twimg.com/ext_tw_video_thumb/1322865935586394116/pu/img/Q6nX95s3FdlBKS4L.jpg,United Kingdom,Hillingdon,city
1273862417764794368,Breathe .... #yougotthis #fridayfeelings❤️ #autism #lockdown https://t.co/HJo0Ia7Fa8,1,0.0,0.0,4.0,0.0,1.0,2020-06-19T06:17:22.000Z,en,15,0,0,1,everyone,4,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,544,544,https://pbs.twimg.com/media/Ea2rHjTXsAAv4mw.jpg,United Kingdom,Hillingdon,city
1238232994743189504,#autism #socialstory #coronavirus https://t.co/MIk6t7V7wQ,1,0.0,0.0,3.0,0.0,1.0,2020-03-12T22:38:45.000Z,und,7,1,0,0,everyone,4,Twitter for Android,coronavirus%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,846,582,https://pbs.twimg.com/media/ES8WWFXWoAYg3mC.jpg,United Kingdom,Hillingdon,city
1274315655924387840,"Tune in on Monday at 1pm my @womensradio_stn interview with Pamela Aculey founder of 'Just like me' books talking #allthingsautism . Pamela talks about juggling writing , being a mum to 3 children all 6 and under. Talking #covid #BAME @just_like_me_stories #autism https://t.co/Om3JsciYc6",1,2.0,0.0,4.0,0.0,1.0,2020-06-20T12:18:22.000Z,en,2,0,0,0,everyone,3,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,872,1080,https://pbs.twimg.com/media/Ea9HVPXWoAU86Xg.jpg,United Kingdom,Hillingdon,city
1265223646135619584,If you missed my guest Maria and Lee Cook yesterday talking ' All things Autism and Covid' its repeated again today at 1pm and 1 am. https://t.co/DosGtDn3lD @AutyWarriorMum @cookie337 @autism #charity @AutismSCrawley #MondayMotivaton https://t.co/fzkjjH5UCq,1,4.0,0.0,2.0,0.0,2.0,2020-05-26T10:09:58.000Z,en,12,1,0,1,everyone,5,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1080,1080,https://pbs.twimg.com/media/EY76MoOXQAI11ht.jpg,United Kingdom,Hillingdon,city
1251956009540747264,Last couple of days Angelo out of sorts #chillout time with Angelo the #ipad and Chanel our little dog. #autism #sensoryoverload #covid #weekendvibes https://t.co/rPC9zVjb2j,4,3.0,0.0,6.0,0.0,1.0,2020-04-19T19:29:07.000Z,en,23,1,0,1,everyone,4,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,562,1073,https://pbs.twimg.com/media/EV_XWbAWoAAU4kD.jpg,United Kingdom,Hillingdon,city
1250753595450052608,Helloooooo just realised why I am squinting forgot to put my contact lenses in 🤦‍♀️😬 #autism #keepgoing #thursdayvibes #mentalhealth #wellbeing #covid #lockdown #NHSDay #nhs https://t.co/Lcv9GrhUuk,4,0.0,0.0,9.0,0.0,1.0,2020-04-16T11:51:09.000Z,en,15,0,0,3,everyone,3,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,video,1280,720,https://pbs.twimg.com/ext_tw_video_thumb/1250753239936532480/pu/img/Bb2sEsr8VGU_j_Zr.jpg,United Kingdom,Hillingdon,city
1249029348906188800,Angelo and I on our daily walk :) #exercise #autism #routine #walk #mentalhealth #wellbeing #covid #weekendvibes https://t.co/6yHwwDcStO,3,1.0,0.0,8.0,0.0,1.0,2020-04-11T17:39:37.000Z,en,72,1,0,8,everyone,9,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,video,900,720,https://pbs.twimg.com/ext_tw_video_thumb/1249029204596981762/pu/img/Oj9HYNFGCFKKnuAt.jpg,United Kingdom,Hillingdon,city
1248959297758859264,Angelo much happier today :) He had a few melancholy moments yesterday . #weekendvibes #sunnyweekend #autism #sensoryoverload #covid https://t.co/k8BstQvbgU,1,1.0,0.0,5.0,0.0,1.0,2020-04-11T13:01:15.000Z,en,21,1,0,2,everyone,2,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1350,1080,https://pbs.twimg.com/media/EVUx2DzXQAUyNj_.jpg,United Kingdom,Hillingdon,city
1242330770821218304,"Some days are going to be harder than others in the coming weeks ahead. Try and be in the moment if you can, always look for joy in the little things, be grounded feeling love and hope for your family , friends and for you 💜 #TuesdayMotivation #covid #autism #family https://t.co/pi9IPVDt0K",1,0.0,0.0,4.0,0.0,1.0,2020-03-24T06:01:51.000Z,en,97,1,0,9,everyone,15,Twitter for Android,covid%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,770,786,https://pbs.twimg.com/media/ET2lPx-XYAA__qM.jpg,United Kingdom,Hillingdon,city
1262419270924976128,No GA at @GuysHospitalRFC we have been waiting almost 3 months. Teeth donot suddenly stop hurting because of #covid so unfair to see him suffer. My son is #autistic yes and he feels pain like everyone else. I am tired of having to fight for everything! @MattHancock #dentistry https://t.co/soTFWaTOiO,5,0.0,0.0,3.0,0.0,1.0,2020-05-18T16:26:23.000Z,en,12,1,0,1,everyone,8,Twitter for Android,covid%20autistic,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1441,1060,https://pbs.twimg.com/media/EYUDndQWoAAYpJL.jpg,United Kingdom,Hillingdon,city
1251540579814694912,Thank God parks to remain open!!! Families of #autistic children and adults require parks to remain open for everyones sanity and wellbeing. Angelo and I have been walking in our local parks for years a much needed great stress buster for us and for many. #weekendvibes #covid https://t.co/ssXVSWZaJD,1,2.0,0.0,3.0,0.0,1.0,2020-04-18T15:58:21.000Z,en,64,0,0,4,everyone,11,Twitter for Android,covid%20autistic,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1080,1080,https://pbs.twimg.com/media/EV5dhU4WAAEcj-I.jpg,United Kingdom,Hillingdon,city
1319169941023719424,Sarah Bell founder of Autism Act's interview is being repeated this week on https://t.co/DosGtDn3lD every day at 1pm and 1am . Lots of tips and advice of working with children on the autism spectrum during lockdown. @womensradiostn #autism #radio @autism_act https://t.co/kDVXRkpJDf,1,2.0,0.0,2.0,0.0,2.0,2020-10-22T06:53:17.000Z,en,5,1,0,0,everyone,3,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1080,1080,https://pbs.twimg.com/media/Ek6iEdlWMAAUkEt.jpg,United Kingdom,Hillingdon,city
1317355315537596416,"Our #Charity Peoples Hero Award Winner Richard Smith was beaten, neglected and was feeling alone. He has experienced rock bottom before.20 years of hiding his condition because he thought he was ""weird"", Richard was diagnosed with #autism at the age of 30. https://t.co/M8VQmWnN2b https://t.co/zxmHmWQKQG",0,2.0,0.0,2.0,0.0,2.0,2020-10-17T06:42:37.000Z,en,8,0,0,1,everyone,5,Twitter for Android,coronavirus%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,820,615,https://pbs.twimg.com/media/EkgvraNX0AE9fvO.jpg,United Kingdom,Hillingdon,city
1271144736540299264,This Saturday would have been our 9th year of Autism's got Talent at The Mermaid London . We are all so disappointed that we have had to postpone due to #covid and lockdown. Once we get the go ahead whenever that will be it will be all systems gooooo!! #charity #performingarts https://t.co/WseNzltxeP,1,1.0,0.0,3.0,0.0,1.0,2020-06-11T18:18:16.000Z,en,31,0,0,1,everyone,7,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1564,1564,https://pbs.twimg.com/media/EaQDZKwXgAA5U_Q.jpg,United Kingdom,Hillingdon,city
1259095876045352960,Angelo finally given in to sleep after being awake all night soooo restless zzzzzzz #autism #sensory #lockdown #tiredmother https://t.co/IaSzoP5Nr2,1,1.0,0.0,4.0,0.0,1.0,2020-05-09T12:20:24.000Z,en,35,0,0,4,everyone,4,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1774,1713,https://pbs.twimg.com/media/EXk1A52WsAUX7iI.jpg,United Kingdom,Hillingdon,city
1255793377016152064,The @pineapplearts scholarship winners through our #charity are still taking classes online eventhough we are on #Lockdown This is brilliant since they can still continue doing what the love 💜🕺 #autism #thursdaysmotivation #performingartsschool https://t.co/LASFkveDQv,3,0.0,0.0,5.0,0.0,1.0,2020-04-30T09:37:27.000Z,en,11,0,0,0,everyone,2,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1080,1080,https://pbs.twimg.com/media/EW15aqiWsAAmOmI.jpg,United Kingdom,Hillingdon,city
1251036960598241280,We are coming to the end of another #lockdown week not such a good day yesterday with my boys . Today is another day #onedayatatime #staysafe #staystrong Another day closer to seeing our family and friends 💜 #autism #fridayfeeling https://t.co/MCxZvsN1nN,2,0.0,0.0,6.0,0.0,1.0,2020-04-17T06:37:09.000Z,en,52,1,0,4,everyone,4,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,1396,2048,https://pbs.twimg.com/media/EVyTePkWkAEa2N_.jpg,United Kingdom,Hillingdon,city
1248176383291011072,I have been speaking to mums struggling with their own and childs mental health and the impact of Lockdown on everyone and ripple effect of this invisible enemy #covid Keep strong and safe sending strength and love 💪💜 #thursdayvibes #autism #mentalhealth https://t.co/IBY37jxQOG,3,0.0,0.0,4.0,0.0,1.0,2020-04-09T09:10:14.000Z,en,29,2,0,4,everyone,13,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,2220,1080,https://pbs.twimg.com/media/EVJpy5SUYAIwWGV.jpg,United Kingdom,Hillingdon,city
1240537226636931072,Hiding specific foods around the house like a squirrel that Angelo likes so he doesn't have a party of cheddar's etc . He only eats certain foods .Now to remember where I have stashed them 😬🤣 #autism #lockdown #foods https://t.co/9Fn3lzYCDJ,5,1.0,0.0,3.0,0.0,1.0,2020-03-19T07:14:57.000Z,en,38,0,0,7,everyone,4,Twitter for Android,lockdown%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,604,453,https://pbs.twimg.com/media/ETdGCE_XkAAh3oM.jpg,United Kingdom,Hillingdon,city
1311672301595906048,Response from Boris Johnson MP about the emergency legislation relating to Government Response to Coronavirus . #coronavirus #disability @BorisJohnson #autism #emergencylegislation https://t.co/RWWYsgYnC0,3,1.0,0.0,4.0,0.0,1.0,2020-10-01T14:20:21.000Z,en,7,0,0,0,everyone,3,Twitter for Android,coronavirus%20autism,AnnaKennedy1,2009-04-20T12:44:25.000Z,73649,32928,100,629,"London, England",False,True,photo,2048,1578,https://pbs.twimg.com/media/EjP_AXsWAAQsqgR.jpg,United Kingdom,Hillingdon,city
1242915138925101056,TIPS For Autism And LockDown (HELPFUL) 👉🏼 https://t.co/xWuqbImUlw https://t.co/S7Hon7R4U9,1,0.0,0.0,0.0,0.0,2.0,2020-03-25T20:43:56.000Z,en,37,0,0,2,everyone,19,Twitter for iPhone,lockdown%20autism,TheAspieWorld,2009-03-01T19:56:30.000Z,11193,3194,100,121,My YouTube Channel ➡️,False,False,photo,480,640,https://pbs.twimg.com/media/ET-4utIWkAgg7IK.jpg,United Kingdom,Holyhead,city
1434561556780625920,Top tips for volunteers supporting people with learning disability and autistic people to get COVID-19 vaccination https://t.co/7kvBNboIK5,3,0.0,0.0,0.0,0.0,1.0,2021-09-05T16:58:22.000Z,en,13,1,0,0,everyone,7,Twitter for iPhone,covid-19%20autistic,nursemaiden,2011-01-03T22:39:12.000Z,10221,11227,100,233,"Gloucester, England",False,False,photo,1334,750,https://pbs.twimg.com/media/E-iWIc9XMAQVDCY.jpg,United Kingdom,South West,admin
1255524082034118656,"The successful proposal will develop a flexible resource package to support children &amp; young people with an ASD diagnosis, as well as their families and educators, to resume regular routines once #COVID19 restrictions are relaxed. https://t.co/d4vf3nikzw #IrishResearch https://t.co/N1LBIGtM9e",1,0.0,0.0,2.0,0.0,2.0,2020-04-29T15:47:22.000Z,en,6,0,1,0,everyone,0,Twitter for iPhone,covid-19%20autism,DCU,2009-09-01T16:00:21.000Z,39258,2070,96,325,"Glasnevin, Dublin 9, Ireland",False,True,photo,370,900,https://pbs.twimg.com/media/EWyEfx1WsAA_9f3.jpg,Ireland,Dublin City,city
1255522849944731648,Congratulations to Dr @smyth_sinead of @DCUPsychology on the announcement of her @hrbireland #COVID19 Rapid Response Funding Award for research that will support young people with Autism Spectrum Disorder. Click here: https://t.co/d4vf3nikzw #IrishResearch https://t.co/ph0qkJx21Z,1,1.0,0.0,2.0,0.0,2.0,2020-04-29T15:42:28.000Z,en,54,3,0,1,everyone,12,Twitter for iPhone,covid-19%20autism,DCU,2009-09-01T16:00:21.000Z,39258,2070,96,325,"Glasnevin, Dublin 9, Ireland",False,True,photo,370,900,https://pbs.twimg.com/media/EWyDYAcX0AIq6vI.jpg,Ireland,Dublin City,city
1245756704962293760,Its #worldautismday and @AsIAmIreland are running a wonderful campaign #flyforautism. The lockdown is hard on everyone but particularly difficult for people with Autism as they're so out of their routine. To donate €4 text AsIAm to 50300 https://t.co/8g9mUkopdm,1,0.0,0.0,2.0,0.0,1.0,2020-04-02T16:55:18.000Z,en,4,1,0,1,everyone,4,Twitter for Android,lockdown%20autism,Melfinn1,2009-02-24T11:40:41.000Z,7285,1339,99,49,Dublin,False,True,photo,318,1080,https://pbs.twimg.com/media/EUnRHuAXsAA34ma.jpg,Ireland,Dublin City,city
1422552075012124672,"Sorry I've been a bit absent from Twitter. We had to get our son tested for covid last week. He's negative thankfully. With him been autistic and not in school this week, it's just been full on and tiring. But hopefully we're back to normal soon #asd #spd #gamersunite #COVID19 https://t.co/akKJLlBget",3,1.0,0.0,4.0,0.0,1.0,2021-08-03T13:36:59.000Z,en,5,0,0,0,everyone,1,Twitter for Android,covid19%20autistic,themadgiraffe80,2012-02-05T20:50:35.000Z,631,940,99,0,Dublin,False,False,photo,2048,1852,https://pbs.twimg.com/media/E73rj8rWQAc4NqI.jpg,Ireland,Dublin City,city
1426363285142753280,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc...) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK, Dwayne Johnson https://t.co/lNTxMnF6bG",5,3.0,0.0,0.0,0.0,1.0,2021-08-14T02:01:22.000Z,en,0,0,0,1,everyone,0,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,749,750,https://pbs.twimg.com/media/E8t12NVXsAAZQbv.jpg,Ireland,Dublin City,city
1375873180427026432,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc...) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK, Dwayne Johnson https://t.co/oLDV3YfHiC",5,3.0,0.0,0.0,0.0,1.0,2021-03-27T18:11:43.000Z,en,1,0,0,1,everyone,0,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,1800,1800,https://pbs.twimg.com/media/ExgVXP_XAA87kca.jpg,Ireland,Dublin City,city
1373325982740983808,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc...) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK, Dwayne Johnson https://t.co/OGWk71E6So",5,3.0,0.0,0.0,0.0,1.0,2021-03-20T17:30:04.000Z,en,0,0,0,1,everyone,0,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,1800,1800,https://pbs.twimg.com/media/Ew8IszJWEAMpn_k.jpg,Ireland,Dublin City,city
1372679080420737024,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc..) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK, Dwayne Johnson RT or a message back please 👍🏻 https://t.co/Wnt1sQsUZy",5,3.0,0.0,0.0,0.0,1.0,2021-03-18T22:39:30.000Z,en,1,0,0,1,everyone,1,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,474,750,https://pbs.twimg.com/media/Ewy8WNDW8AYAmcG.jpg,Ireland,Dublin City,city
1372561451290873856,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc...) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK,Dwayne Johnson RT or video back would be amazing https://t.co/JwvMbKuMTs",5,3.0,0.0,0.0,0.0,1.0,2021-03-18T14:52:05.000Z,en,1,0,0,1,everyone,0,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,1800,1800,https://pbs.twimg.com/media/EwxRXFCXAAI8753.jpg,Ireland,Dublin City,city
1371973671925997568,"@TheRock David is 10 year old boy with Autism. They were home schooling during lockdown &amp; had to learn about Rocks ( sedimentary etc...) one of the teachers played a joke on them &amp; said that they were doing a project on THE ROCK, Dwayne Johnson https://t.co/hFjIj5SR1o",5,3.0,0.0,0.0,0.0,1.0,2021-03-16T23:56:28.000Z,en,1,0,0,1,everyone,0,Twitter for iPhone,lockdown%20autism,GitConway,2011-04-25T09:26:00.000Z,728,1506,97,4,Ireland,False,False,photo,1800,1800,https://pbs.twimg.com/media/Ewo6yAfWEAE47-i.jpg,Ireland,Dublin City,city
1427695017049550848,Sending shout out to #LAUSD parents and teachers!! Special shout out to my #Autism fams trying to navigate the stress of going back to school this week. It’s already a stressful time without all of the Covid issues. Hang in there. 😮‍💨😮‍💨😮‍💨 https://t.co/1bDYLOK3kR,5,0.0,0.0,2.0,0.0,1.0,2021-08-17T18:13:12.000Z,en,82,0,0,2,everyone,9,Twitter for iPhone,covid%20autism,hollyrpeete,2009-04-10T18:09:59.000Z,646279,4004,96,4089,Los Angeles via Philly!,False,True,animated_gif,270,480,https://pbs.twimg.com/tweet_video_thumb/E9AxDF6UYAMHDCn.jpg,United States,Los Angeles,city
1255545433515950080,Our @HollyRodFDN #AutismAwarenessMonth partnership with @stelladot is almost over! 🥺🙏🏽 Check out the #AutismBoutique and pick up an item benefiting families impacted by #autism It’s important not to forget these families especially now #COVID19 💙 🧩 https://t.co/nwsyac4rnf https://t.co/UFYa3d5SZp,3,0.0,0.0,4.0,0.0,2.0,2020-04-29T17:12:12.000Z,en,123,2,0,4,everyone,23,Twitter for iPhone,covid19%20autism,hollyrpeete,2009-04-10T18:09:59.000Z,646279,4004,96,4089,Los Angeles via Philly!,False,True,video,824,710,https://pbs.twimg.com/ext_tw_video_thumb/1255545093538246663/pu/img/yt4AfxB20Oe53ijs.jpg,United States,Los Angeles,city
1239747926462623744,This is difficult for all of us but when you throw someone with #autism or cognitive challenges off their routine it can be EXTRA stressful!! Thinking about those caregivers right now...Breathe and steal some moments for you🙏🏽You are appreciated #coronavirus #COVID19 #caregiving https://t.co/l4v8kY63So,5,0.0,0.0,4.0,0.0,1.0,2020-03-17T02:58:33.000Z,en,746,8,0,24,everyone,136,Twitter for iPhone,coronavirus%20autism,hollyrpeete,2009-04-10T18:09:59.000Z,646279,4004,96,4089,Los Angeles via Philly!,False,True,photo,2048,1152,https://pbs.twimg.com/media/ETR4KmzXgAAgCut.jpg,United States,Los Angeles,city
